nsites,chemsys,volume,density,density_atomic,energy_per_atom,formation_energy_per_atom,is_stable,band_gap,cbm,vbm,efermi,is_gap_direct,is_metal,is_magnetic,ordering,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units
5,Ag-Br-S,118.09093879361743,6.124830461748297,23.618187758723487,-17.279898019999997,-0.2290983385624969,False,0.39870000000000005,1.8016,1.4029,1.40281016,False,False,False,NM,4.85e-05,4.107004355750056e-07,4.85e-05
10,Ag-Br-S,233.82701370779412,6.1865134204165955,23.38270137077941,-17.275300275,-0.22450059356249596,False,0.39769999999999994,1.9988,1.6011,1.67896818,False,False,False,NM,0.0005966,2.551458835058088e-06,0.0002983
10,Ag-I-S,247.258550725043,6.4817422363222,24.7258550725043,-3.078653433,-0.2505456424999988,False,0.4136000000000002,3.0478,2.6342,2.63467735,False,False,False,NM,0.000498,2.0140860590653023e-06,0.000249
5,Ag-I-S,121.85555000145258,6.576090262229425,24.371110000290518,-3.098510538,-0.27040274749999893,False,0.7261000000000002,3.305,2.5789,2.60157681,False,False,False,NM,4.14e-05,3.397465277495074e-07,4.14e-05
5,Ag-I-S,125.72032925181091,6.373934116559119,25.144065850362182,-3.0489332300000003,-0.22082543949999903,False,0.6242999999999999,3.0614,2.4371,2.49977643,False,False,False,NM,3.08e-05,2.449882225356672e-07,3.08e-05
5,Ag-I-S,123.3438233881282,6.49674279385352,24.66876467762564,-3.091646502,-0.26353871149999897,False,0.2474000000000003,2.854,2.6066,2.66563138,False,False,False,NM,9.51e-05,7.710155027442852e-07,9.51e-05
10,Ag-I-S,244.03083760190674,6.567474042525696,24.403083760190675,-3.080563733,-0.2524559424999989,False,0.2569999999999997,2.9751,2.7181,2.71814897,False,False,False,NM,0.0009483,3.885984285096723e-06,0.00047415
5,Ag-I-S,123.75654559214739,6.475076465078784,24.75130911842948,-3.08810371,-0.25999591949999895,False,0.26239999999999997,2.8016,2.5392,2.67515871,False,False,False,NM,0.0002521,2.0370639693743704e-06,0.0002521
10,Ag-I-S,247.32376322424778,6.480033178506964,24.732376322424777,-3.089818992,-0.26171120149999894,False,0.3216000000000001,2.8941,2.5725,2.6540397,True,False,False,NM,0.0007676,3.1036241321624204e-06,0.0003838
10,Ag-I-S,271.07710159969986,5.912215314641317,27.107710159969987,-3.091394415,-0.26328662449999884,False,0.3738999999999999,2.2798,1.9059,1.91248263,False,False,False,NM,0.0005631,2.077268779535392e-06,0.00028155
5,Ag-I-S,124.86936728848829,6.417371315030583,24.973873457697657,-3.08771653,-0.25960873949999874,False,0.3330000000000002,2.854,2.521,2.58218914,False,False,False,NM,0.0001742,1.3950579215921077e-06,0.0001742
10,Ag-As-O,119.28055162319482,6.425733028349928,11.928055162319483,-5.741099903999998,-1.2671296283333304,True,0.2921,2.8765,2.5844,2.6978486,True,False,False,NM,0.0,0.0,0.0
120,Ag-As-O,1728.699514830734,5.3205196643791055,14.405829290256117,-5.71533458975,-1.241364314083333,False,0.49849999999999994,1.98,1.4815,1.58285493,True,False,False,NM,7.65e-05,4.4252919228412304e-08,3.1875e-06
20,Ag-As-O,304.7254522248717,5.030528133497361,15.236272611243583,-5.7038320395,-1.2298617638333327,False,0.5616999999999999,1.7367,1.175,1.22361221,False,False,False,NM,0.0002303,7.557622716400153e-07,5.7575e-05
20,Ag-Au-O,294.29506712515894,7.963340122990181,14.714753356257948,-4.189676009499999,0.005046159666667905,False,0.0,,,1.95897879,False,True,False,NM,1.1e-06,3.737745286543277e-09,2.75e-07
20,Ag-Au-O,273.488677155319,8.569172736555055,13.674433857765951,-4.5489843809999995,-0.35426221183333195,False,0.24230000000000018,2.4394,2.1971,2.26813907,False,False,False,NM,3.77e-05,1.3784848569284465e-07,9.425e-06
10,Ag-B-O,109.9353807286683,5.035218550839825,10.99353807286683,-6.3743721639999995,-1.4985480406666654,False,0.0,,,1.30686632,False,True,False,NM,0.0013824,1.2574659684964422e-05,0.0006912
5,Ag-B-O,42.26372548752631,6.548744367105115,8.452745097505261,-5.419856482,-0.5440323586666658,False,0.0,,,4.27022569,False,True,True,FM,1.9870728,0.04701603507685245,1.9870728
10,Ag-Bi-O,154.63007543874295,7.8360223650541085,15.463007543874294,-5.318382012,-1.0103384168333327,False,0.0,,,2.46615951,False,True,False,NM,0.0003776,2.441957031506378e-06,0.0001888
10,Ag-Bi-O,149.26590686018258,8.1176254841836,14.926590686018258,-5.340340333,-1.0322967378333332,False,0.0,,,3.39612036,False,True,True,FM,0.7032733,0.004711546761034697,0.35163665
5,Ag-Br-O,77.26506831359747,5.067049942399514,15.453013662719494,-4.149789241999999,-0.2992378068333316,False,2.383,2.4714,0.0884,0.20452333,False,False,False,NM,0.0,0.0,0.0
